REEF_SITE,TRANSECT_NO,YEAR,MONTH,SURVEY_DATE,SUBSTRATE_COVER,GENUS,ABUNDANCE,PERCENT_ABUNDANCE
MH4,3,2017,APR,16/04/17,ROCK,ROCK,0,0
MH4,3,2017,APR,16/04/17,RUBBLE,RUBBLE,0,0
MH4,3,2017,APR,16/04/17,SAND,SAND,3,3
MH4,3,2017,APR,16/04/17,SC,SOFT CORAL,0,0
MH4,3,2017,APR,16/04/17,SEDIMENT,SEDIMENT,0,0
MH4,3,2017,AUG,24/08/17,ALGAE,ALGAE,2,2
MH4,3,2017,AUG,24/08/17,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
MH4,3,2017,AUG,24/08/17,DCA,DCA,61,61
MH4,3,2017,AUG,24/08/17,LCC,ACANTHASTREA,0,0
MH4,3,2017,AUG,24/08/17,LCC,ACROPORA,7,7
MH4,3,2017,AUG,24/08/17,LCC,ALVEOPORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,ASTREA,0,0
MH4,3,2017,AUG,24/08/17,LCC,ASTREOPORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,CAULASTREA,0,0
MH4,3,2017,AUG,24/08/17,LCC,COELOSERIS,0,0
MH4,3,2017,AUG,24/08/17,LCC,COSCINARAEA,0,0
MH4,3,2017,AUG,24/08/17,LCC,CTENACTIS,0,0
MH4,3,2017,AUG,24/08/17,LCC,CYNARINA,0,0
MH4,3,2017,AUG,24/08/17,LCC,CYPHASTREA,1,1
MH4,3,2017,AUG,24/08/17,LCC,DIPLOASTREA,0,0
MH4,3,2017,AUG,24/08/17,LCC,DIPSASTRAEA,1,1
MH4,3,2017,AUG,24/08/17,LCC,ECHINOPHYLLIA,0,0
MH4,3,2017,AUG,24/08/17,LCC,ECHINOPORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,EUPHYLLIA,0,0
MH4,3,2017,AUG,24/08/17,LCC,FAVITES,1,1
MH4,3,2017,AUG,24/08/17,LCC,FUNGIA,0,0
MH4,3,2017,AUG,24/08/17,LCC,GALAXEA,0,0
MH4,3,2017,AUG,24/08/17,LCC,GARDINEROSERIS,0,0
MH4,3,2017,AUG,24/08/17,LCC,GONIASTREA,0,0
MH4,3,2017,AUG,24/08/17,LCC,GONIOPORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,HYDNOPHORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,LEPTASTREA,0,0
MH4,3,2017,AUG,24/08/17,LCC,LEPTORIA,0,0
MH4,3,2017,AUG,24/08/17,LCC,LEPTOSERIS,0,0
MH4,3,2017,AUG,24/08/17,LCC,LITHOPHYLLON,0,0
MH4,3,2017,AUG,24/08/17,LCC,LOBOPHYLLIA,8,8
MH4,3,2017,AUG,24/08/17,LCC,MERULINA,0,0
MH4,3,2017,AUG,24/08/17,LCC,MONTIPORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,OULOPHYLLIA,0,0
MH4,3,2017,AUG,24/08/17,LCC,PACHYSERIS,2,2
MH4,3,2017,AUG,24/08/17,LCC,PAVONA,0,0
MH4,3,2017,AUG,24/08/17,LCC,PECTINIA,0,0
MH4,3,2017,AUG,24/08/17,LCC,PHYSOGYRA,0,0
MH4,3,2017,AUG,24/08/17,LCC,PLATYGYRA,0,0
MH4,3,2017,AUG,24/08/17,LCC,PLEROGYRA,0,0
MH4,3,2017,AUG,24/08/17,LCC,POCILLOPORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,PODOBACIA,0,0
MH4,3,2017,AUG,24/08/17,LCC,PORITES,15,15
MH4,3,2017,AUG,24/08/17,LCC,PSAMMOCORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,SERIATOPORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,STYLOPHORA,0,0
MH4,3,2017,AUG,24/08/17,LCC,TUBASTREA,0,0
MH4,3,2017,AUG,24/08/17,LCC,TURBINARIA,0,0
MH4,3,2017,AUG,24/08/17,OTHER,ANEMONE,0,0
MH4,3,2017,AUG,24/08/17,OTHER,CLAM,1,1
MH4,3,2017,AUG,24/08/17,OTHER,OTHER LIFE,0,0
MH4,3,2017,AUG,24/08/17,OTHER,SEA CUCUMBER,0,0
MH4,3,2017,AUG,24/08/17,OTHER,SPONGE,0,0
MH4,3,2017,AUG,24/08/17,OTHER,URCHIN,0,0
MH4,3,2017,AUG,24/08/17,OTHER,ZOANTHIDS,0,0
MH4,3,2017,AUG,24/08/17,ROCK,ROCK,0,0
MH4,3,2017,AUG,24/08/17,RUBBLE,RUBBLE,0,0
MH4,3,2017,AUG,24/08/17,SAND,SAND,1,1
MH4,3,2017,AUG,24/08/17,SC,SOFT CORAL,0,0
MH4,3,2017,AUG,24/08/17,SEDIMENT,SEDIMENT,0,0
MH4,3,2017,FEB,16/02/17,ALGAE,ALGAE,0,0
MH4,3,2017,FEB,16/02/17,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
MH4,3,2017,FEB,16/02/17,DCA,DCA,29,28.7
MH4,3,2017,FEB,16/02/17,LCC,ACANTHASTREA,0,0
MH4,3,2017,FEB,16/02/17,LCC,ACROPORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,ALVEOPORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,ASTREA,6,5.9
MH4,3,2017,FEB,16/02/17,LCC,ASTREOPORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,CAULASTREA,0,0
MH4,3,2017,FEB,16/02/17,LCC,COELOSERIS,0,0
MH4,3,2017,FEB,16/02/17,LCC,COSCINARAEA,0,0
MH4,3,2017,FEB,16/02/17,LCC,CTENACTIS,0,0
MH4,3,2017,FEB,16/02/17,LCC,CYNARINA,0,0
MH4,3,2017,FEB,16/02/17,LCC,CYPHASTREA,1,1
MH4,3,2017,FEB,16/02/17,LCC,DIPLOASTREA,1,1
MH4,3,2017,FEB,16/02/17,LCC,DIPSASTRAEA,0,0
MH4,3,2017,FEB,16/02/17,LCC,ECHINOPHYLLIA,0,0
MH4,3,2017,FEB,16/02/17,LCC,ECHINOPORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,EUPHYLLIA,0,0
MH4,3,2017,FEB,16/02/17,LCC,FAVITES,1,1
MH4,3,2017,FEB,16/02/17,LCC,FUNGIA,0,0
MH4,3,2017,FEB,16/02/17,LCC,GALAXEA,0,0
MH4,3,2017,FEB,16/02/17,LCC,GARDINEROSERIS,0,0
MH4,3,2017,FEB,16/02/17,LCC,GONIASTREA,1,1
MH4,3,2017,FEB,16/02/17,LCC,GONIOPORA,4,4
MH4,3,2017,FEB,16/02/17,LCC,HYDNOPHORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,LEPTASTREA,1,1
MH4,3,2017,FEB,16/02/17,LCC,LEPTORIA,0,0
MH4,3,2017,FEB,16/02/17,LCC,LEPTOSERIS,0,0
MH4,3,2017,FEB,16/02/17,LCC,LITHOPHYLLON,0,0
MH4,3,2017,FEB,16/02/17,LCC,LOBOPHYLLIA,6,5.9
MH4,3,2017,FEB,16/02/17,LCC,MERULINA,0,0
MH4,3,2017,FEB,16/02/17,LCC,MONTIPORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,OULOPHYLLIA,0,0
MH4,3,2017,FEB,16/02/17,LCC,PACHYSERIS,16,15.8
MH4,3,2017,FEB,16/02/17,LCC,PAVONA,0,0
MH4,3,2017,FEB,16/02/17,LCC,PECTINIA,0,0
MH4,3,2017,FEB,16/02/17,LCC,PHYSOGYRA,0,0
MH4,3,2017,FEB,16/02/17,LCC,PLATYGYRA,0,0
MH4,3,2017,FEB,16/02/17,LCC,PLEROGYRA,0,0
MH4,3,2017,FEB,16/02/17,LCC,POCILLOPORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,PODOBACIA,0,0
MH4,3,2017,FEB,16/02/17,LCC,PORITES,30,29.7
MH4,3,2017,FEB,16/02/17,LCC,PSAMMOCORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,SERIATOPORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,STYLOPHORA,0,0
MH4,3,2017,FEB,16/02/17,LCC,TUBASTREA,0,0
MH4,3,2017,FEB,16/02/17,LCC,TURBINARIA,0,0
MH4,3,2017,FEB,16/02/17,OTHER,ANEMONE,0,0
MH4,3,2017,FEB,16/02/17,OTHER,CLAM,0,0
MH4,3,2017,FEB,16/02/17,OTHER,OTHER LIFE,0,0
MH4,3,2017,FEB,16/02/17,OTHER,SEA CUCUMBER,0,0
MH4,3,2017,FEB,16/02/17,OTHER,SPONGE,0,0
MH4,3,2017,FEB,16/02/17,OTHER,URCHIN,0,0
MH4,3,2017,FEB,16/02/17,OTHER,ZOANTHIDS,0,0
MH4,3,2017,FEB,16/02/17,ROCK,ROCK,0,0
MH4,3,2017,FEB,16/02/17,RUBBLE,RUBBLE,0,0
MH4,3,2017,FEB,16/02/17,SAND,SAND,5,5
MH4,3,2017,FEB,16/02/17,SC,SOFT CORAL,0,0
MH4,3,2017,FEB,5/02/17,ALGAE,ALGAE,0,0
MH4,3,2017,FEB,5/02/17,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
MH4,3,2017,FEB,5/02/17,DCA,DCA,36,35.6
MH4,3,2017,FEB,5/02/17,LCC,ACANTHASTREA,0,0
MH4,3,2017,FEB,5/02/17,LCC,ACROPORA,1,1
MH4,3,2017,FEB,5/02/17,LCC,ALVEOPORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,ASTREA,0,0
MH4,3,2017,FEB,5/02/17,LCC,ASTREOPORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,CAULASTREA,0,0
MH4,3,2017,FEB,5/02/17,LCC,COELOSERIS,0,0
MH4,3,2017,FEB,5/02/17,LCC,COSCINARAEA,0,0
MH4,3,2017,FEB,5/02/17,LCC,CTENACTIS,0,0
MH4,3,2017,FEB,5/02/17,LCC,CYPHASTREA,2,2
MH4,3,2017,FEB,5/02/17,LCC,DIPLOASTREA,5,5
MH4,3,2017,FEB,5/02/17,LCC,DIPSASTRAEA,0,0
MH4,3,2017,FEB,5/02/17,LCC,ECHINOPHYLLIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,ECHINOPORA,4,4
MH4,3,2017,FEB,5/02/17,LCC,EUPHYLLIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,FAVITES,1,1
MH4,3,2017,FEB,5/02/17,LCC,FUNGIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,GALAXEA,0,0
MH4,3,2017,FEB,5/02/17,LCC,GARDINEROSERIS,0,0
MH4,3,2017,FEB,5/02/17,LCC,GONIASTREA,0,0
MH4,3,2017,FEB,5/02/17,LCC,GONIOPORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,HELIOFUNGIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,HYDNOPHORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,LEPTASTREA,0,0
MH4,3,2017,FEB,5/02/17,LCC,LEPTORIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,LEPTOSERIS,0,0
MH4,3,2017,FEB,5/02/17,LCC,LITHOPHYLLON,3,3
MH4,3,2017,FEB,5/02/17,LCC,LOBOPHYLLIA,7,6.9
MH4,3,2017,FEB,5/02/17,LCC,MERULINA,2,2
MH4,3,2017,FEB,5/02/17,LCC,MONTIPORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,OULOPHYLLIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,PACHYSERIS,4,4
MH4,3,2017,FEB,5/02/17,LCC,PAVONA,3,3
MH4,3,2017,FEB,5/02/17,LCC,PECTINIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,PHYSOGYRA,0,0
MH4,3,2017,FEB,5/02/17,LCC,PLATYGYRA,0,0
MH4,3,2017,FEB,5/02/17,LCC,PLEROGYRA,0,0
MH4,3,2017,FEB,5/02/17,LCC,POCILLOPORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,PODOBACIA,0,0
MH4,3,2017,FEB,5/02/17,LCC,PORITES,24,23.8
MH4,3,2017,FEB,5/02/17,LCC,PSAMMOCORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,SERIATOPORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,STYLOPHORA,0,0
MH4,3,2017,FEB,5/02/17,LCC,TUBASTREA,0,0
MH4,3,2017,FEB,5/02/17,LCC,TURBINARIA,0,0
MH4,3,2017,FEB,5/02/17,OTHER,ANEMONE,0,0
MH4,3,2017,FEB,5/02/17,OTHER,CLAM,0,0
MH4,3,2017,FEB,5/02/17,OTHER,OTHER LIFE,0,0
MH4,3,2017,FEB,5/02/17,OTHER,SEA CUCUMBER,0,0
MH4,3,2017,FEB,5/02/17,OTHER,SPONGE,0,0
MH4,3,2017,FEB,5/02/17,OTHER,URCHIN,0,0
MH4,3,2017,FEB,5/02/17,OTHER,ZOANTHIDS,0,0
MH4,3,2017,FEB,5/02/17,ROCK,ROCK,0,0
MH4,3,2017,FEB,5/02/17,RUBBLE,RUBBLE,0,0
MH4,3,2017,FEB,5/02/17,SAND,SAND,9,8.9
MH4,3,2017,FEB,5/02/17,SC,SOFT CORAL,0,0
MH4,3,2017,JAN,27/01/17,ALGAE,ALGAE,0,0
MH4,3,2017,JAN,27/01/17,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
MH4,3,2017,JAN,27/01/17,DCA,DCA,23,60.5
MH4,3,2017,JAN,27/01/17,LCC,ACANTHASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,ACROPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,ALVEOPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,ASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,ASTREOPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,CAULASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,COELOSERIS,0,0
MH4,3,2017,JAN,27/01/17,LCC,COSCINARAEA,0,0
MH4,3,2017,JAN,27/01/17,LCC,CTENACTIS,0,0
MH4,3,2017,JAN,27/01/17,LCC,CYPHASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,DIPLOASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,DIPSASTRAEA,0,0
MH4,3,2017,JAN,27/01/17,LCC,ECHINOPHYLLIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,ECHINOPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,EUPHYLLIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,FAVITES,1,2.6
MH4,3,2017,JAN,27/01/17,LCC,FUNGIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,GALAXEA,4,10.5
MH4,3,2017,JAN,27/01/17,LCC,GARDINEROSERIS,0,0
MH4,3,2017,JAN,27/01/17,LCC,GONIASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,GONIOPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,HELIOFUNGIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,HYDNOPHORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,LEPTASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,LEPTORIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,LEPTOSERIS,0,0
MH4,3,2017,JAN,27/01/17,LCC,LITHOPHYLLON,0,0
MH4,3,2017,JAN,27/01/17,LCC,LOBOPHYLLIA,2,5.3
MH4,3,2017,JAN,27/01/17,LCC,MERULINA,1,2.6
MH4,3,2017,JAN,27/01/17,LCC,MONTIPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,OULOPHYLLIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,PACHYSERIS,0,0
MH4,3,2017,JAN,27/01/17,LCC,PAVONA,0,0
MH4,3,2017,JAN,27/01/17,LCC,PECTINIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,PHYSOGYRA,0,0
MH4,3,2017,JAN,27/01/17,LCC,PLATYGYRA,0,0
MH4,3,2017,JAN,27/01/17,LCC,PLEROGYRA,0,0
MH4,3,2017,JAN,27/01/17,LCC,POCILLOPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,PODOBACIA,0,0
MH4,3,2017,JAN,27/01/17,LCC,PORITES,7,18.4
MH4,3,2017,JAN,27/01/17,LCC,PSAMMOCORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,SERIATOPORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,STYLOPHORA,0,0
MH4,3,2017,JAN,27/01/17,LCC,TUBASTREA,0,0
MH4,3,2017,JAN,27/01/17,LCC,TURBINARIA,0,0
MH4,3,2017,JAN,27/01/17,OTHER,ANEMONE,0,0
MH4,3,2017,JAN,27/01/17,OTHER,CLAM,0,0
MH4,3,2017,JAN,27/01/17,OTHER,OTHER LIFE,0,0
MH4,3,2017,JAN,27/01/17,OTHER,SEA CUCUMBER,0,0
MH4,3,2017,JAN,27/01/17,OTHER,SPONGE,0,0
MH4,3,2017,JAN,27/01/17,OTHER,URCHIN,0,0
MH4,3,2017,JAN,27/01/17,OTHER,ZOANTHIDS,0,0
MH4,3,2017,JAN,27/01/17,ROCK,ROCK,0,0
MH4,3,2017,JAN,27/01/17,RUBBLE,RUBBLE,0,0
MH4,3,2017,JAN,27/01/17,SAND,SAND,0,0
MH4,3,2017,JAN,27/01/17,SC,SOFT CORAL,0,0
MH4,3,2017,JAN,29/01/17,ALGAE,ALGAE,0,0
MH4,3,2017,JAN,29/01/17,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
MH4,3,2017,JAN,29/01/17,DCA,DCA,19,27.5
MH4,3,2017,JAN,29/01/17,LCC,ACANTHASTREA,0,0
MH4,3,2017,JAN,29/01/17,LCC,ACROPORA,0,0
MH4,3,2017,JAN,29/01/17,LCC,ALVEOPORA,0,0
MH4,3,2017,JAN,29/01/17,LCC,ASTREA,0,0
MH4,3,2017,JAN,29/01/17,LCC,ASTREOPORA,2,2.9
MH4,3,2017,JAN,29/01/17,LCC,CAULASTREA,0,0
MH4,3,2017,JAN,29/01/17,LCC,COELOSERIS,0,0
MH4,3,2017,JAN,29/01/17,LCC,COSCINARAEA,0,0
MH4,3,2017,JAN,29/01/17,LCC,CTENACTIS,0,0
MH4,3,2017,JAN,29/01/17,LCC,CYNARINA,0,0
MH4,3,2017,JAN,29/01/17,LCC,CYPHASTREA,0,0
MH4,3,2017,JAN,29/01/17,LCC,DIPLOASTREA,0,0
MH4,3,2017,JAN,29/01/17,LCC,DIPSASTRAEA,1,1.4
MH4,3,2017,JAN,29/01/17,LCC,ECHINOPHYLLIA,0,0
MH4,3,2017,JAN,29/01/17,LCC,ECHINOPORA,6,8.7
MH4,3,2017,JAN,29/01/17,LCC,EUPHYLLIA,0,0
MH4,3,2017,JAN,29/01/17,LCC,FAVITES,0,0
MH4,3,2017,JAN,29/01/17,LCC,FUNGIA,0,0
MH4,3,2017,JAN,29/01/17,LCC,GALAXEA,0,0
MH4,3,2017,JAN,29/01/17,LCC,GARDINEROSERIS,0,0
MH4,3,2017,JAN,29/01/17,LCC,GONIASTREA,4,5.8
MH4,3,2017,JAN,29/01/17,LCC,GONIOPORA,4,5.8
MH4,3,2017,JAN,29/01/17,LCC,HYDNOPHORA,0,0
MH4,3,2017,JAN,29/01/17,LCC,LEPTASTREA,0,0
MH4,3,2017,JAN,29/01/17,LCC,LEPTORIA,0,0
MH4,3,2017,JAN,29/01/17,LCC,LEPTOSERIS,0,0
MH4,3,2017,JAN,29/01/17,LCC,LITHOPHYLLON,0,0
MH4,3,2017,JAN,29/01/17,LCC,LOBOPHYLLIA,1,1.4
MH4,3,2017,JAN,29/01/17,LCC,MERULINA,3,4.3
MH4,3,2017,JAN,29/01/17,LCC,MONTIPORA,1,1.4
MH4,3,2017,JAN,29/01/17,LCC,OULOPHYLLIA,0,0
MH4,3,2017,JAN,29/01/17,LCC,PACHYSERIS,5,7.2
MH4,3,2017,JAN,29/01/17,LCC,PAVONA,1,1.4
MH4,3,2017,JAN,29/01/17,LCC,PECTINIA,0,0
MH4,3,2017,JAN,29/01/17,LCC,PHYSOGYRA,0,0
MH4,3,2017,JAN,29/01/17,LCC,PLATYGYRA,0,0
MH4,3,2017,JAN,29/01/17,LCC,PLEROGYRA,0,0
MH4,3,2017,JAN,29/01/17,LCC,POCILLOPORA,0,0
MH4,3,2017,JAN,29/01/17,LCC,PODOBACIA,0,0
MH4,3,2017,JAN,29/01/17,LCC,PORITES,14,20.3
MH4,3,2017,JAN,29/01/17,LCC,PSAMMOCORA,0,0
MH4,3,2017,JAN,29/01/17,LCC,SERIATOPORA,0,0
MH4,3,2017,JAN,29/01/17,LCC,STYLOPHORA,0,0
MH4,3,2017,JAN,29/01/17,LCC,TUBASTREA,0,0
MH4,3,2017,JAN,29/01/17,LCC,TURBINARIA,0,0
MH4,3,2017,JAN,29/01/17,OTHER,ANEMONE,0,0
MH4,3,2017,JAN,29/01/17,OTHER,CLAM,1,1.4
MH4,3,2017,JAN,29/01/17,OTHER,OTHER LIFE,0,0
MH4,3,2017,JAN,29/01/17,OTHER,SEA CUCUMBER,0,0
MH4,3,2017,JAN,29/01/17,OTHER,SPONGE,0,0
MH4,3,2017,JAN,29/01/17,OTHER,URCHIN,0,0
MH4,3,2017,JAN,29/01/17,OTHER,ZOANTHIDS,0,0
MH4,3,2017,JAN,29/01/17,ROCK,ROCK,0,0
MH4,3,2017,JAN,29/01/17,RUBBLE,RUBBLE,0,0
MH4,3,2017,JAN,29/01/17,SAND,SAND,7,10.1
MH4,3,2017,JAN,29/01/17,SC,SOFT CORAL,0,0
MH4,3,2017,JUL,9/07/17,ALGAE,ALGAE,0,0
MH4,3,2017,JUL,9/07/17,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
MH4,3,2017,JUL,9/07/17,DCA,DCA,45,46.4
MH4,3,2017,JUL,9/07/17,LCC,ACANTHASTREA,1,1
MH4,3,2017,JUL,9/07/17,LCC,ACROPORA,5,5.2
MH4,3,2017,JUL,9/07/17,LCC,ALVEOPORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,ASTREA,1,1
MH4,3,2017,JUL,9/07/17,LCC,ASTREOPORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,CAULASTREA,0,0
MH4,3,2017,JUL,9/07/17,LCC,COELOSERIS,0,0
MH4,3,2017,JUL,9/07/17,LCC,COSCINARAEA,0,0
MH4,3,2017,JUL,9/07/17,LCC,CTENACTIS,0,0
MH4,3,2017,JUL,9/07/17,LCC,CYNARINA,0,0
MH4,3,2017,JUL,9/07/17,LCC,CYPHASTREA,0,0
MH4,3,2017,JUL,9/07/17,LCC,DIPLOASTREA,0,0
MH4,3,2017,JUL,9/07/17,LCC,DIPSASTRAEA,0,0
MH4,3,2017,JUL,9/07/17,LCC,ECHINOPHYLLIA,0,0
MH4,3,2017,JUL,9/07/17,LCC,ECHINOPORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,EUPHYLLIA,0,0
MH4,3,2017,JUL,9/07/17,LCC,FAVITES,1,1
MH4,3,2017,JUL,9/07/17,LCC,FUNGIA,0,0
MH4,3,2017,JUL,9/07/17,LCC,GALAXEA,0,0
MH4,3,2017,JUL,9/07/17,LCC,GARDINEROSERIS,0,0
MH4,3,2017,JUL,9/07/17,LCC,GONIASTREA,1,1
MH4,3,2017,JUL,9/07/17,LCC,GONIOPORA,3,3.1
MH4,3,2017,JUL,9/07/17,LCC,HYDNOPHORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,LEPTASTREA,0,0
MH4,3,2017,JUL,9/07/17,LCC,LEPTORIA,0,0
MH4,3,2017,JUL,9/07/17,LCC,LEPTOSERIS,0,0
MH4,3,2017,JUL,9/07/17,LCC,LITHOPHYLLON,0,0
MH4,3,2017,JUL,9/07/17,LCC,LOBOPHYLLIA,5,5.2
MH4,3,2017,JUL,9/07/17,LCC,MERULINA,0,0
MH4,3,2017,JUL,9/07/17,LCC,MONTIPORA,2,2.1
MH4,3,2017,JUL,9/07/17,LCC,OULOPHYLLIA,0,0
MH4,3,2017,JUL,9/07/17,LCC,PACHYSERIS,0,0
MH4,3,2017,JUL,9/07/17,LCC,PAVONA,0,0
MH4,3,2017,JUL,9/07/17,LCC,PECTINIA,0,0
MH4,3,2017,JUL,9/07/17,LCC,PHYSOGYRA,0,0
MH4,3,2017,JUL,9/07/17,LCC,PLATYGYRA,2,2.1
MH4,3,2017,JUL,9/07/17,LCC,PLEROGYRA,0,0
MH4,3,2017,JUL,9/07/17,LCC,POCILLOPORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,PODOBACIA,0,0
MH4,3,2017,JUL,9/07/17,LCC,PORITES,26,26.8
MH4,3,2017,JUL,9/07/17,LCC,PSAMMOCORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,SERIATOPORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,STYLOPHORA,0,0
MH4,3,2017,JUL,9/07/17,LCC,TUBASTREA,0,0
MH4,3,2017,JUL,9/07/17,LCC,TURBINARIA,0,0
MH4,3,2017,JUL,9/07/17,OTHER,ANEMONE,0,0
MH4,3,2017,JUL,9/07/17,OTHER,CLAM,0,0
MH4,3,2017,JUL,9/07/17,OTHER,OTHER LIFE,0,0
MH4,3,2017,JUL,9/07/17,OTHER,SEA CUCUMBER,0,0
MH4,3,2017,JUL,9/07/17,OTHER,SPONGE,0,0
MH4,3,2017,JUL,9/07/17,OTHER,URCHIN,0,0
MH4,3,2017,JUL,9/07/17,OTHER,ZOANTHIDS,0,0
MH4,3,2017,JUL,9/07/17,ROCK,ROCK,0,0
MH4,3,2017,JUL,9/07/17,RUBBLE,RUBBLE,0,0
MH4,3,2017,JUL,9/07/17,SAND,SAND,5,5.2
MH4,3,2017,JUL,9/07/17,SC,SOFT CORAL,0,0
MH4,3,2017,JUL,9/07/17,SEDIMENT,SEDIMENT,0,0
MH4,3,2017,SEP,1/09/17,ALGAE,ALGAE,2,2
MH4,3,2017,SEP,1/09/17,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
MH4,3,2017,SEP,1/09/17,DCA,DCA,49,49.5
MH4,3,2017,SEP,1/09/17,LCC,ACANTHASTREA,0,0
MH4,3,2017,SEP,1/09/17,LCC,ACROPORA,1,1
MH4,3,2017,SEP,1/09/17,LCC,ALVEOPORA,0,0
MH4,3,2017,SEP,1/09/17,LCC,ASTREA,1,1
MH4,3,2017,SEP,1/09/17,LCC,ASTREOPORA,0,0
MH4,3,2017,SEP,1/09/17,LCC,CAULASTREA,0,0
MH4,3,2017,SEP,1/09/17,LCC,COELOSERIS,1,1
MH4,3,2017,SEP,1/09/17,LCC,COSCINARAEA,0,0
MH4,3,2017,SEP,1/09/17,LCC,CTENACTIS,0,0
MH4,3,2017,SEP,1/09/17,LCC,CYNARINA,0,0
MH4,3,2017,SEP,1/09/17,LCC,CYPHASTREA,2,2
MH4,3,2017,SEP,1/09/17,LCC,DIPLOASTREA,0,0
MH4,3,2017,SEP,1/09/17,LCC,DIPSASTRAEA,1,1
MH4,3,2017,SEP,1/09/17,LCC,ECHINOPHYLLIA,0,0
MH4,3,2017,SEP,1/09/17,LCC,ECHINOPORA,0,0
MH4,3,2017,SEP,1/09/17,LCC,EUPHYLLIA,0,0
MH4,3,2017,SEP,1/09/17,LCC,FAVITES,0,0
MH4,3,2017,SEP,1/09/17,LCC,FUNGIA,0,0
MH4,3,2017,SEP,1/09/17,LCC,GALAXEA,0,0
MH4,3,2017,SEP,1/09/17,LCC,GARDINEROSERIS,0,0
MH4,3,2017,SEP,1/09/17,LCC,GONIASTREA,0,0
MH4,3,2017,SEP,1/09/17,LCC,GONIOPORA,0,0
MH4,3,2017,SEP,1/09/17,LCC,HYDNOPHORA,0,0
